x-axis,1
second,Volt
-7.600000E-03,+690.971E-06
-7.592400E-03,+690.971E-06
-7.584800E-03,-79.711039E-03
-7.577200E-03,-39.510034E-03
-7.569600E-03,-39.510034E-03
-7.562000E-03,+690.971E-06
-7.554400E-03,+690.971E-06
-7.546800E-03,-79.711039E-03
-7.539200E-03,+690.971E-06
-7.531600E-03,-39.510034E-03
-7.524000E-03,+690.971E-06
-7.516400E-03,+690.971E-06
-7.508800E-03,-39.510034E-03
-7.501200E-03,+40.891975E-03
-7.493600E-03,+3.256972343E+00
-7.486000E-03,+3.337374352E+00
-7.478400E-03,+3.297173347E+00
-7.470800E-03,+3.256972343E+00
-7.463200E-03,+3.297173347E+00
-7.455600E-03,+3.256972343E+00
-7.448000E-03,+3.297173347E+00
-7.440400E-03,+3.297173347E+00
-7.432800E-03,+3.297173347E+00
-7.425200E-03,+3.297173347E+00
-7.417600E-03,+3.297173347E+00
-7.410000E-03,+3.256972343E+00
-7.402400E-03,+3.297173347E+00
-7.394800E-03,+3.297173347E+00
-7.387200E-03,+3.297173347E+00
-7.379600E-03,+3.297173347E+00
-7.372000E-03,+3.256972343E+00
-7.364400E-03,+3.297173347E+00
-7.356800E-03,+3.297173347E+00
-7.349200E-03,+3.256972343E+00
-7.341600E-03,+3.297173347E+00
-7.334000E-03,+3.256972343E+00
-7.326400E-03,+3.256972343E+00
-7.318800E-03,+3.256972343E+00
-7.311200E-03,+3.297173347E+00
-7.303600E-03,+3.297173347E+00
-7.296000E-03,+3.297173347E+00
-7.288400E-03,+3.297173347E+00
-7.280800E-03,+3.256972343E+00
-7.273200E-03,+3.256972343E+00
-7.265600E-03,+3.297173347E+00
-7.258000E-03,+3.297173347E+00
-7.250400E-03,+3.256972343E+00
-7.242800E-03,+3.297173347E+00
-7.235200E-03,+3.256972343E+00
-7.227600E-03,+3.294660785E+00
-7.220000E-03,+3.297173347E+00
-7.212400E-03,+3.256972343E+00
-7.204800E-03,+3.294660785E+00
-7.197200E-03,+3.297173347E+00
-7.189600E-03,+3.334861789E+00
-7.182000E-03,+3.334861789E+00
-7.174400E-03,+3.297173347E+00
-7.166800E-03,+3.256972343E+00
-7.159200E-03,+3.256972343E+00
-7.151600E-03,+3.297173347E+00
-7.144000E-03,+3.297173347E+00
-7.136400E-03,+3.256972343E+00
-7.128800E-03,+3.297173347E+00
-7.121200E-03,+3.297173347E+00
-7.113600E-03,+3.294660785E+00
-7.106000E-03,+3.297173347E+00
-7.098400E-03,+3.256972343E+00
-7.090800E-03,+3.297173347E+00
-7.083200E-03,+3.256972343E+00
-7.075600E-03,+3.256972343E+00
-7.068000E-03,+3.256972343E+00
-7.060400E-03,+3.294660785E+00
-7.052800E-03,+3.294660785E+00
-7.045200E-03,+3.294660785E+00
-7.037600E-03,+3.294660785E+00
-7.030000E-03,+3.256972343E+00
-7.022400E-03,+3.256972343E+00
-7.014800E-03,+3.256972343E+00
-7.007200E-03,+3.256972343E+00
-6.999600E-03,-77.198476E-03
-6.992000E-03,-39.510034E-03
-6.984400E-03,-77.198476E-03
-6.976800E-03,+690.971E-06
-6.969200E-03,-39.510034E-03
-6.961600E-03,-39.510034E-03
-6.954000E-03,+690.971E-06
-6.946400E-03,-39.510034E-03
-6.938800E-03,-39.510034E-03
-6.931200E-03,+690.971E-06
-6.923600E-03,-77.198476E-03
-6.916000E-03,-39.510034E-03
-6.908400E-03,+690.971E-06
-6.900800E-03,-39.510034E-03
-6.893200E-03,-39.510034E-03
-6.885600E-03,-39.510034E-03
-6.878000E-03,-39.510034E-03
-6.870400E-03,-77.198476E-03
-6.862800E-03,+690.971E-06
-6.855200E-03,-36.997471E-03
-6.847600E-03,+690.971E-06
-6.840000E-03,+690.971E-06
-6.832400E-03,-36.997471E-03
-6.824800E-03,+690.971E-06
-6.817200E-03,-39.510034E-03
-6.809600E-03,-39.510034E-03
-6.802000E-03,-39.510034E-03
-6.794400E-03,+690.971E-06
-6.786800E-03,-36.997471E-03
-6.779200E-03,-39.510034E-03
-6.771600E-03,-36.997471E-03
-6.764000E-03,+690.971E-06
-6.756400E-03,-39.510034E-03
-6.748800E-03,-36.997471E-03
-6.741200E-03,-39.510034E-03
-6.733600E-03,+690.971E-06
-6.726000E-03,+690.971E-06
-6.718400E-03,+690.971E-06
-6.710800E-03,+40.891975E-03
-6.703200E-03,+690.971E-06
-6.695600E-03,-39.510034E-03
-6.688000E-03,+690.971E-06
-6.680400E-03,-39.510034E-03
-6.672800E-03,-39.510034E-03
-6.665200E-03,-36.997471E-03
-6.657600E-03,+690.971E-06
-6.650000E-03,-36.997471E-03
-6.642400E-03,+690.971E-06
-6.634800E-03,+690.971E-06
-6.627200E-03,-39.510034E-03
-6.619600E-03,-36.997471E-03
-6.612000E-03,-36.997471E-03
-6.604400E-03,-36.997471E-03
-6.596800E-03,-36.997471E-03
-6.589200E-03,+690.971E-06
-6.581600E-03,-36.997471E-03
-6.574000E-03,+690.971E-06
-6.566400E-03,-39.510034E-03
-6.558800E-03,-39.510034E-03
-6.551200E-03,-39.510034E-03
-6.543600E-03,-36.997471E-03
-6.536000E-03,+690.971E-06
-6.528400E-03,-36.997471E-03
-6.520800E-03,+690.971E-06
-6.513200E-03,-77.198476E-03
-6.505600E-03,+690.971E-06
-6.498000E-03,+3.334861789E+00
-6.490400E-03,+3.334861789E+00
-6.482800E-03,+3.297173347E+00
-6.475200E-03,+3.256972343E+00
-6.467600E-03,+3.297173347E+00
-6.460000E-03,+3.297173347E+00
-6.452400E-03,+3.256972343E+00
-6.444800E-03,+3.294660785E+00
-6.437200E-03,+3.294660785E+00
-6.429600E-03,+3.297173347E+00
-6.422000E-03,+3.297173347E+00
-6.414400E-03,+3.297173347E+00
-6.406800E-03,+3.256972343E+00
-6.399200E-03,+3.294660785E+00
-6.391600E-03,+3.297173347E+00
-6.384000E-03,+3.337374352E+00
-6.376400E-03,+3.256972343E+00
-6.368800E-03,+3.297173347E+00
-6.361200E-03,+3.294660785E+00
-6.353600E-03,+3.297173347E+00
-6.346000E-03,+3.256972343E+00
-6.338400E-03,+3.297173347E+00
-6.330800E-03,+3.334861789E+00
-6.323200E-03,+3.334861789E+00
-6.315600E-03,+3.256972343E+00
-6.308000E-03,+3.294660785E+00
-6.300400E-03,+3.297173347E+00
-6.292800E-03,+3.256972343E+00
-6.285200E-03,+3.256972343E+00
-6.277600E-03,+3.294660785E+00
-6.270000E-03,+3.256972343E+00
